 Index   Temp   Variable_0   Variable_1   Variable_2   Variable_3   Variable_4   Variable_5   Variable_6   Variable_7   Variable_8   Variable_9 Objective   Seconds
        5229.000            653.000              0.634              0.411              0.505             20.336             72.525             80.020              0.005             19.552              0.469              2.452            183.499              5.400   
        5230.000            653.000              0.566              0.414              0.720             19.378             60.164            181.662              0.178              5.564              0.542              1.306           -366.500              5.401   
        5231.000            653.000              0.223              0.233              0.565             29.312             93.481             93.363              0.299             13.934              0.056              1.166           -885.282              5.401   
        5232.000            653.000              0.480              0.004              0.212              5.250             80.356             97.659              0.107             24.889              0.232              4.186            -21.719              5.402   
        5233.000            653.000              0.754              0.243              0.703              5.631             96.009             59.958              0.010             29.435              0.559              2.596            444.405              5.402   
        5234.000            653.000              0.569              0.199              0.664             10.354             82.773             94.232              0.050             14.896              0.578              1.615            235.380              5.403   
        5235.000            653.000              0.822              0.459              0.219             16.791             83.279            100.001              0.175             12.831              0.251              1.949            359.322              5.403   
        5236.000            652.000              0.560              0.300              0.432             14.141             94.304            125.257              0.133              1.865              0.160              1.844            440.650              5.404   
        5237.000            652.000              0.327              0.464              0.969             28.605             71.023            132.969              0.176             19.197              0.140              3.642             66.781              5.404   
        5238.000            652.000              0.401              0.212              0.190             28.685             64.159            199.622              0.074              5.579              0.093              5.537            573.022              5.405   
        5239.000            652.000              0.898              0.407              0.433              9.001             57.387            127.420              0.052             44.776              0.836              3.458            482.523              5.406   
        5240.000            652.000              0.262              0.254              0.779              5.663             66.097             85.743              0.132             44.126              0.356              2.372          -1416.029              5.406   
        5241.000            652.000              0.728              0.473              0.162             24.932             59.320            112.764              0.029             13.830              0.650              2.883            405.467              5.406   
        5242.000            652.000              0.473              0.209              0.001             11.380             74.328             71.219              0.106             41.950              0.438              3.777            344.911              5.407   
        5243.000            652.000              0.537              0.489              0.909             12.268             68.373            119.746              0.175             22.169              0.017              1.531           -567.132              5.408   
        5244.000            652.000              0.573              0.391              0.452             11.813             65.793             70.437              0.041             21.618              0.434              2.517            378.836              5.409   
        5245.000            652.000              0.810              0.462              0.834             23.401             77.729            114.973              0.072              3.328              0.359              5.337            469.694              5.410   
        5246.000            652.000              0.203              0.184              0.194             18.714             64.551             77.712              0.028              2.940              0.954              2.126           -441.090              5.412   
        5247.000            652.000              0.513              0.427              0.049             27.455             98.705             76.663              0.144             28.634              0.445              3.092            516.571              5.413   
        5248.000            652.000              0.250              0.430              0.484             18.583             52.533            146.957              0.115              7.479              0.954              3.122            -16.656              5.414   
        5249.000            652.000              0.465              0.385              0.151             25.172             61.288            150.986              0.100             33.315              0.174              5.954            611.240              5.415   
        5250.000            652.000              0.462              0.149              0.312             22.601             98.017            150.226              0.221             10.240              0.820              5.604            291.200              5.417   
        5251.000            651.000              0.980              0.206              0.105              5.077             73.199            106.544              0.089             20.532              0.352              3.541             67.650              5.418   
        5252.000            651.000              0.871              0.331              0.244             15.788             63.648            161.162              0.056             23.962              0.530              1.869            377.153              5.419   
        5253.000            651.000              0.985              0.366              0.772             19.740             70.477            167.986              0.114             18.541              0.726              1.881            -17.186              5.421   
        5254.000            651.000              0.533              0.295              0.388             19.615             55.055            166.056              0.030             20.582              0.845              4.263            586.181              5.421   
        5255.000            651.000              0.664              0.359              0.752             27.648             64.863            170.467              0.096             33.695              0.211              5.471            377.874              5.423   
        5256.000            651.000              0.108              0.241              0.905             24.920             74.700             69.287              0.207             27.694              0.920              5.165           -867.815              5.424   
        5257.000            651.000              0.421              0.042              0.331             14.218             85.773             65.326              0.118              0.325              0.020              4.328            470.107              5.426   
        5258.000            651.000              0.669              0.365              0.228              9.953             68.733            130.718              0.225             21.493              0.555              3.542            369.998              5.426   
        5259.000            651.000              0.449              0.290              0.757             18.644             96.463             71.431              0.162             43.272              0.200              4.791            513.097              5.427   
        5260.000            651.000              0.759              0.216              0.736             17.282             98.239             87.396              0.110              4.934              0.335              2.839           -199.422              5.429   
        5261.000            651.000              0.505              0.450              0.502             18.411             60.999            113.584              0.185             43.942              0.584              5.754            512.830              5.430   
        5262.000            651.000              0.118              0.479              0.312             16.727             72.168            125.674              0.187             38.088              0.815              1.082            298.726              5.430   
        5263.000            651.000              0.472              0.039              0.094             20.397             62.903             93.257              0.120             48.909              0.170              2.118             80.228              5.431   
        5264.000            651.000              0.949              0.374              0.607             12.527             95.313            126.028              0.073              1.407              0.799              4.499            363.920              5.432   
        5265.000            651.000              0.282              0.414              0.124             13.097             92.272             67.728              0.268             27.087              0.243              2.854            325.916              5.433   
        5266.000            650.000              0.873              0.458              0.834             10.333             93.404            139.031              0.027             22.871              0.880              1.387             41.856              5.434   
        5267.000            650.000              0.683              0.272              0.260             23.219             56.110            148.014              0.197             15.789              0.384              3.651             47.119              5.434   
        5268.000            650.000              0.249              0.217              0.255             23.567             59.597            178.160              0.134             43.338              0.942              2.543            544.835              5.435   
        5269.000            650.000              0.708              0.430              0.347             18.703             65.747            123.355              0.194             34.899              0.845              2.370            345.705              5.438   
        5270.000            650.000              0.363              0.084              0.454             10.866             51.778            125.478              0.222             31.718              0.754              3.182            611.233              5.439   
        5271.000            650.000              0.813              0.191              0.473             12.714             88.114            125.079              0.006             10.763              0.872              3.198            548.778              5.439   
        5272.000            650.000              0.197              0.247              0.963             12.575             93.863            161.786              0.292             30.793              0.481              5.759          -1035.564              5.440   
        5273.000            650.000              0.648              0.291              0.214             25.778             97.805            127.824              0.024             23.513              0.518              1.866            433.541              5.442   
        5274.000            650.000              0.919              0.431              0.686             17.340             93.969             96.047              0.114             32.639              0.098              2.181           -357.514              5.442   
        5275.000            650.000              0.777              0.400              0.748             23.572             93.209            178.747              0.215              3.653              0.988              5.911            149.370              5.443   
        5276.000            650.000              0.711              0.156              0.152              6.822             76.522             75.838              0.174             38.542              0.063              2.864           -277.278              5.444   
        5277.000            650.000              0.964              0.115              0.666              5.432             50.391            152.623              0.030             22.675              0.823              3.112            393.884              5.445   
        5278.000            650.000              0.387              0.355              0.400             13.920             57.674            143.793              0.198              3.902              0.179              3.985            551.285              5.445   
        5279.000            650.000              0.472              0.390              0.325              8.818             75.963             71.874              0.102             32.586              0.103              4.714            571.569              5.446   
        5280.000            650.000              0.316              0.357              0.281             22.571             55.930             96.563              0.225             31.968              0.281              5.570            584.604              5.447   
        5281.000            649.000              0.358              0.281              0.117             18.588             90.220            172.993              0.120             36.388              0.024              5.979            564.852              5.448   
        5282.000            649.000              0.527              0.162              0.530              8.242             63.899            102.484              0.079             34.118              0.412              1.675            160.960              5.450   
        5283.000            649.000              0.667              0.148              0.589              9.198             85.086             73.531              0.053             11.664              0.765              1.938            416.465              5.451   
        5284.000            649.000              0.267              0.011              0.882             29.185             54.643            196.254              0.258              3.846              0.807              3.482            467.054              5.451   
        5285.000            649.000              0.986              0.385              0.074              8.611             89.594             99.483              0.150             28.063              0.051              3.052            373.311              5.454   
        5286.000            649.000              0.401              0.401              0.619              7.038             93.932            105.762              0.255             26.387              0.522              4.228            562.098              5.456   
        5287.000            649.000              0.437              0.062              0.682              9.607             98.811            132.257              0.154              6.999              0.832              3.754            585.021              5.457   
        5288.000            649.000              0.505              0.011              0.701             16.196             97.935            173.032              0.029             22.929              0.427              5.111            136.466              5.458   
        5289.000            649.000              0.862              0.388              0.109             21.943             71.981             96.836              0.195             39.327              0.364              2.644            365.323              5.458   
        5290.000            649.000              0.667              0.256              0.671             12.251             75.254            134.104              0.110             36.810              0.160              1.840            243.460              5.459   
        5291.000            649.000              0.475              0.016              0.369             20.688             76.448             50.350              0.026             20.882              0.399              1.050            256.298              5.459   
        5292.000            649.000              0.981              0.076              0.288             15.246             56.697            169.497              0.014             31.474              0.615              2.853            272.218              5.459   
        5293.000            649.000              0.626              0.405              0.256             19.542             55.225             75.893              0.018             40.803              0.506              5.922            600.238              5.460   
        5294.000            649.000              0.666              0.420              0.070             10.037             64.021            166.929              0.095             17.163              0.231              4.396            562.177              5.460   
        5295.000            649.000              0.306              0.227              0.023             16.889             52.771            103.600              0.266             26.820              0.493              3.049           -229.605              5.463   
        5296.000            648.000              0.373              0.026              0.685             23.004             78.147             87.749              0.246             25.670              0.004              4.027           -276.664              5.463   
        5297.000            648.000              0.651              0.375              0.097             18.022             71.592            116.526              0.118             26.539              0.387              2.099            454.180              5.465   
        5298.000            648.000              0.572              0.497              0.048             13.308             83.859             74.966              0.136             12.675              0.686              3.738            490.624              5.466   
        5299.000            648.000              0.519              0.154              0.141             14.701             82.674            101.228              0.257             49.370              0.913              3.571             61.244              5.468   
        5300.000            648.000              0.328              0.148              0.505              7.174             87.190            109.327              0.095             42.585              0.379              4.153           -197.343              5.469   
        5301.000            648.000              0.166              0.108              0.952             27.139             76.089            193.327              0.062             14.193              0.680              1.312           -228.547              5.469   
        5302.000            648.000              0.564              0.083              0.963             19.612             60.619            137.816              0.110              6.702              0.523              4.098            197.725              5.470   
        5303.000            648.000              0.754              0.282              0.317             16.150             76.543            150.047              0.049             41.737              0.915              4.124            507.647              5.471   
        5304.000            648.000              0.929              0.393              0.252             13.708             65.537             77.620              0.122             13.126              0.955              4.601            291.777              5.472   
        5305.000            648.000              0.807              0.319              0.210             19.587             72.909            187.410              0.077              0.172              0.409              4.111            452.628              5.473   
        5306.000            648.000              0.414              0.242              0.092             13.553             53.338             66.054              0.238             44.512              0.715              1.566           -211.091              5.474   
        5307.000            648.000              0.613              0.488              0.194              8.375             72.050            171.906              0.276              4.720              0.422              2.291            420.387              5.474   
        5308.000            648.000              0.681              0.475              0.621             14.236             75.915            103.406              0.102             37.511              0.926              2.974            427.835              5.475   
        5309.000            648.000              0.498              0.352              0.723             13.983             55.143             62.505              0.087             10.259              0.065              4.917            542.114              5.475   
        5310.000            648.000              0.757              0.216              0.530              8.645             61.076            145.893              0.103              2.284              0.001              3.087            168.633              5.476   
        5311.000            647.000              0.264              0.429              0.039              7.418             67.649             65.437              0.166             39.381              0.271              3.785           -253.223              5.477   
        5312.000            647.000              0.631              0.459              0.680             11.130             51.803             92.431              0.037              0.734              0.406              3.948            434.442              5.478   
        5313.000            647.000              0.881              0.034              0.485              5.480             56.911            154.086              0.080              3.134              0.562              2.585           -317.414              5.479   
        5314.000            647.000              0.743              0.428              0.378             14.169             50.252            141.216              0.051             43.742              0.809              5.572            570.982              5.479   
        5315.000            647.000              0.662              0.363              0.578             29.798             55.668            119.257              0.112             25.982              0.973              3.710            400.071              5.480   
        5316.000            647.000              0.407              0.145              0.205              9.446             69.813             54.852              0.246             24.656              0.779              4.318            439.234              5.481   
        5317.000            647.000              0.783              0.445              0.167              7.596             82.840            162.051              0.114              9.274              0.350              5.088            545.858              5.483   
        5318.000            647.000              0.696              0.385              0.923             21.994             93.252             90.173              0.075              0.814              0.186              1.358           -272.594              5.484   
        5319.000            647.000              0.482              0.460              0.275             17.437             88.444             79.518              0.112             19.414              0.322              4.889            557.736              5.485   
        5320.000            647.000              0.943              0.334              0.396              6.066             77.675            108.153              0.246             23.181              0.510              3.689           -892.164              5.485   
        5321.000            647.000              0.980              0.277              0.767             20.712             73.500            173.906              0.072             31.898              0.759              5.879             84.890              5.486   
        5322.000            647.000              0.897              0.442              0.087             13.557             65.545            161.962              0.001             20.622              0.365              1.440           -131.612              5.486   
        5323.000            647.000              0.228              0.402              0.746             19.225             84.676             69.684              0.051             33.586              0.574              4.930           -212.738              5.487   
        5324.000            647.000              0.489              0.460              0.899             27.986             80.612            151.816              0.001             49.759              0.490              3.696           -307.671              5.488   
        5325.000            647.000              0.696              0.463              0.880             18.958             93.479            123.563              0.017             12.944              0.601              2.671            130.009              5.489   
        5326.000            646.000              0.479              0.366              0.114              7.098             55.378            191.590              0.052             48.547              0.256              2.589            348.679              5.489   
        5327.000            646.000              0.543              0.208              0.135              7.511             54.099             95.360              0.117             31.340              0.579              4.917            415.256              5.490   
        5328.000            646.000              0.716              0.262              0.711             12.440             82.548            111.090              0.131             36.679              0.929              2.710            110.804              5.491   
        5329.000            646.000              0.122              0.367              0.380             23.274             52.578             76.770              0.274             40.053              0.881              1.401            302.100              5.491   
        5330.000            646.000              0.736              0.415              0.754              5.734             73.037             77.299              0.087              9.911              0.844              5.499            497.180              5.492   
        5331.000            646.000              0.380              0.311              0.297             18.557             95.435            191.059              0.198             16.651              0.595              3.310            525.816              5.493   
        5332.000            646.000              0.225              0.053              0.532             19.026             59.039            174.723              0.108              7.740              0.972              5.496            484.766              5.493   
        5333.000            646.000              0.481              0.277              0.668             24.673             67.654            134.847              0.098              1.204              0.009              1.835            424.263              5.493   
        5334.000            646.000              0.408              0.292              0.270              6.085             60.055             96.153              0.251             37.386              0.375              3.436            566.570              5.494   
        5335.000            646.000              0.828              0.332              0.920             14.101             87.013            199.661              0.051             20.403              0.102              5.664            377.089              5.495   
        5336.000            646.000              0.679              0.202              0.510             24.324             66.903            116.174              0.104             38.373              0.423              3.977             16.903              5.496   
        5337.000            646.000              0.618              0.342              0.423             25.669             83.324            103.007              0.289              6.196              0.457              4.456           -126.768              5.497   
        5338.000            646.000              0.733              0.265              0.651             26.178             70.437            118.655              0.107             16.579              0.467              1.356           -823.873              5.497   
        5339.000            646.000              0.393              0.258              0.297             26.681             97.038             69.352              0.015             25.541              0.942              2.671            650.048              5.498   
        5340.000            646.000              0.445              0.080              0.052             25.593             82.141            140.327              0.174             37.189              0.116              3.059             68.654              5.500   
        5341.000            645.000              0.239              0.409              0.018             29.720             85.574            135.850              0.279             35.060              0.473              5.299            432.662              5.501   
        5342.000            645.000              0.464              0.275              0.717             24.517             99.357             83.757              0.199             30.686              0.315              1.131           -402.632              5.503   
        5343.000            645.000              0.412              0.270              0.044             17.557             62.380            161.138              0.271             39.327              0.888              3.927            519.703              5.504   
        5344.000            645.000              0.335              0.413              0.393             20.114             84.706            194.731              0.179             22.493              0.612              1.497            142.012              5.505   
        5345.000            645.000              0.628              0.314              0.963             16.226             98.401             90.859              0.045              3.131              0.245              4.632            565.618              5.505   
        5346.000            645.000              0.322              0.467              0.212             17.356             83.234             84.580              0.175             18.971              0.825              2.795            256.893              5.506   
        5347.000            645.000              0.450              0.072              0.118             24.795             70.772            176.536              0.087             16.187              0.141              5.831            254.866              5.506   
        5348.000            645.000              0.707              0.422              0.179             22.051             65.440            199.379              0.104             45.456              0.422              3.906            519.977              5.507   
        5349.000            645.000              0.343              0.413              0.510             23.522             61.782             58.904              0.246             36.457              0.304              3.605            534.178              5.508   
        5350.000            645.000              0.404              0.430              0.196             17.279             67.822             88.049              0.278             30.298              0.128              5.742            553.928              5.509   
        5351.000            645.000              0.465              0.416              0.845             12.456             96.318            149.670              0.100             11.766              0.573              5.522            493.478              5.510   
        5352.000            645.000              0.346              0.220              0.514             27.467             78.711             86.879              0.194              4.220              0.959              5.489            629.513              5.511   
        5353.000            645.000              0.616              0.343              0.421             25.678             83.308            102.880              0.288              6.206              0.462              4.472           -109.866              5.512   
        5354.000            645.000              0.767              0.464              0.355             25.851             81.826             51.789              0.092             22.765              0.576              5.013            429.075              5.512   
        5355.000            645.000              0.859              0.216              0.014             21.517             87.535            196.708              0.011              0.589              0.387              2.640            267.105              5.512   
        5356.000            644.000              0.907              0.366              0.486             20.594             70.172            139.428              0.004             24.864              0.265              3.035            210.262              5.513   
        5357.000            644.000              0.646              0.281              0.839              7.515             51.328            100.323              0.139             14.740              0.983              3.298            208.213              5.513   
        5358.000            644.000              0.323              0.196              0.539             24.596             90.478            105.069              0.057             44.546              0.029              1.166           -855.630              5.513   
        5359.000            644.000              0.332              0.493              0.914             20.477             51.020            184.254              0.170             11.110              0.719              4.176             96.424              5.514   
        5360.000            644.000              0.382              0.066              0.348             21.228             80.280             84.899              0.050             23.074              0.267              4.044            158.439              5.515   
        5361.000            644.000              0.667              0.219              0.086              7.752             97.778             96.526              0.294              7.367              0.819              5.389            103.854              5.515   
        5362.000            644.000              0.689              0.039              0.085             28.769             75.334            174.673              0.191             42.399              0.018              2.939           -565.117              5.517   
        5363.000            644.000              0.359              0.119              0.392             19.737             72.756             80.833              0.055             43.448              0.390              3.855            264.189              5.517   
        5364.000            644.000              0.554              0.162              0.147             14.212             73.971            171.546              0.116             38.504              0.851              2.244            351.147              5.518   
        5365.000            644.000              0.440              0.343              0.818             16.665             99.306            139.906              0.182             21.265              0.976              2.937            585.949              5.519   
        5366.000            644.000              0.960              0.288              0.697             14.347             79.186            185.890              0.036             37.727              0.038              2.743            208.201              5.520   
        5367.000            644.000              0.364              0.459              0.713             21.341             57.672            121.550              0.165              6.298              0.317              4.816            443.576              5.521   
        5368.000            644.000              0.550              0.395              0.236             22.507             71.896             69.727              0.164             39.483              0.625              2.911            497.150              5.522   
        5369.000            644.000              0.672              0.451              0.544             12.337             98.223             99.343              0.265             18.467              0.850              5.241            262.212              5.522   
        5370.000            644.000              0.684              0.313              0.889             17.129             68.300             60.694              0.126              6.406              0.788              1.818           -142.519              5.523   
        5371.000            643.000              0.310              0.200              0.853             11.813             58.551            192.285              0.231             26.807              0.530              2.220              5.693              5.523   
        5372.000            643.000              0.400              0.146              0.837              9.276             90.559             59.710              0.037             24.599              0.199              5.614           -201.242              5.524   
        5373.000            643.000              0.164              0.276              0.355             24.826             76.595            110.280              0.115             25.087              0.299              5.666          -1602.068              5.524   
        5374.000            643.000              0.661              0.223              0.148             13.548             88.143             69.812              0.002             19.280              0.164              3.982            464.099              5.525   
        5375.000            643.000              0.672              0.041              0.113             29.330             96.854             87.842              0.086             22.964              0.620              5.603           -367.364              5.525   
        5376.000            643.000              0.322              0.151              0.674             29.881             98.395             98.391              0.070             37.089              0.467              4.294            280.849              5.525   
        5377.000            643.000              0.750              0.071              0.617             16.121             63.370            182.000              0.096             13.368              0.860              4.208           -134.351              5.526   
        5378.000            643.000              0.940              0.380              0.267             28.565             67.999            182.540              0.265             25.694              0.215              1.959           -175.326              5.526   
        5379.000            643.000              0.948              0.240              0.403             27.220             75.477            126.539              0.033             37.779              0.406              5.047            293.556              5.527   
        5380.000            643.000              0.344              0.069              0.302              5.026             50.131            115.843              0.255             14.275              0.164              5.337           -419.623              5.529   
        5381.000            643.000              0.223              0.137              0.793             13.118             97.553            171.797              0.179              9.861              0.853              4.732            190.079              5.530   
        5382.000            643.000              0.469              0.293              0.099             12.251             67.227             98.175              0.190             29.204              0.473              2.292            493.849              5.532   
        5383.000            643.000              0.573              0.339              0.029             29.045             66.517            152.079              0.217             20.084              0.562              4.371            534.813              5.533   
        5384.000            643.000              0.224              0.474              0.080              5.158             80.839            181.891              0.160              0.303              0.625              2.480           -505.096              5.535   
        5385.000            643.000              0.464              0.073              0.438             10.977             54.162            165.394              0.081             21.783              0.126              4.270           -216.911              5.535   
        5386.000            642.000              0.743              0.439              0.105              6.953             95.513            136.838              0.205             38.128              0.409              2.512            458.789              5.536   
        5387.000            642.000              0.256              0.375              0.658             16.252             80.439            103.166              0.024             29.005              0.530              3.658           -399.426              5.537   
        5388.000            642.000              0.822              0.154              0.184             19.417             87.038            139.635              0.080             37.351              0.168              1.629           -443.409              5.537   
        5389.000            642.000              0.429              0.483              0.908              9.344             65.488            165.856              0.063              2.860              0.297              3.062           -291.492              5.537   
        5390.000            642.000              0.537              0.479              0.416             13.384             72.816             56.245              0.206             41.989              0.931              1.039           -730.890              5.538   
        5391.000            642.000              0.303              0.076              0.695             15.044             66.218             71.273              0.161              2.795              0.448              4.907            416.898              5.538   
        5392.000            642.000              0.265              0.239              0.576              9.911             51.549             94.208              0.263             22.756              0.830              5.097            397.242              5.539   
        5393.000            642.000              0.323              0.347              0.863             29.448             95.485            141.482              0.128             34.203              0.345              3.521             13.742              5.540   
        5394.000            642.000              0.324              0.287              0.885             17.831             98.703            123.333              0.273             37.934              0.324              4.198            429.366              5.541   
        5395.000            642.000              0.460              0.407              0.817             14.365             81.840            131.083              0.050             13.369              0.989              2.969            509.258              5.541   
        5396.000            642.000              0.259              0.154              0.087             10.820             88.849            154.819              0.113             31.094              0.750              3.939           -135.903              5.542   
        5397.000            642.000              0.601              0.198              0.639             14.202             93.072            113.585              0.049             43.641              0.439              5.417            511.318              5.543   
